# Full data listing for the real world dataset
# Data Directory: 
Test_Data/rw4/, DfD/data/rw4/, Projects/rw_data/
k17/left/exp_70/image_135_70.00.png, k17/left/exp_70/image_127_70.00.png, k17/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k18/left/exp_10/image_135_10.00.png, k18/left/exp_10/image_127_10.00.png, k18/lidar/lidar_rng_left_00000_8bit_x6d6.png
k18/left/exp_20/image_135_20.00.png, k18/left/exp_20/image_127_20.00.png, k18/lidar/lidar_rng_left_00000_8bit_x6d6.png
k18/left/exp_30/image_135_30.00.png, k18/left/exp_30/image_127_30.00.png, k18/lidar/lidar_rng_left_00000_8bit_x6d6.png
k18/left/exp_40/image_135_40.00.png, k18/left/exp_40/image_127_40.00.png, k18/lidar/lidar_rng_left_00000_8bit_x6d6.png
k18/left/exp_50/image_135_50.00.png, k18/left/exp_50/image_127_50.00.png, k18/lidar/lidar_rng_left_00000_8bit_x6d6.png
k18/left/exp_60/image_135_60.00.png, k18/left/exp_60/image_127_60.00.png, k18/lidar/lidar_rng_left_00000_8bit_x6d6.png
k18/left/exp_70/image_135_70.00.png, k18/left/exp_70/image_127_70.00.png, k18/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k19/left/exp_10/image_135_10.00.png, k19/left/exp_10/image_127_10.00.png, k19/lidar/lidar_rng_left_00000_8bit_x6d6.png
k19/left/exp_20/image_135_20.00.png, k19/left/exp_20/image_127_20.00.png, k19/lidar/lidar_rng_left_00000_8bit_x6d6.png
k19/left/exp_30/image_135_30.00.png, k19/left/exp_30/image_127_30.00.png, k19/lidar/lidar_rng_left_00000_8bit_x6d6.png
k19/left/exp_40/image_135_40.00.png, k19/left/exp_40/image_127_40.00.png, k19/lidar/lidar_rng_left_00000_8bit_x6d6.png
k19/left/exp_50/image_135_50.00.png, k19/left/exp_50/image_127_50.00.png, k19/lidar/lidar_rng_left_00000_8bit_x6d6.png
k19/left/exp_60/image_135_60.00.png, k19/left/exp_60/image_127_60.00.png, k19/lidar/lidar_rng_left_00000_8bit_x6d6.png
k19/left/exp_70/image_135_70.00.png, k19/left/exp_70/image_127_70.00.png, k19/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k20/left/exp_10/image_135_10.00.png, k20/left/exp_10/image_127_10.00.png, k20/lidar/lidar_rng_left_00000_8bit_x6d6.png
k20/left/exp_20/image_135_20.00.png, k20/left/exp_20/image_127_20.00.png, k20/lidar/lidar_rng_left_00000_8bit_x6d6.png
k20/left/exp_30/image_135_30.00.png, k20/left/exp_30/image_127_30.00.png, k20/lidar/lidar_rng_left_00000_8bit_x6d6.png
k20/left/exp_40/image_135_40.00.png, k20/left/exp_40/image_127_40.00.png, k20/lidar/lidar_rng_left_00000_8bit_x6d6.png
k20/left/exp_50/image_135_50.00.png, k20/left/exp_50/image_127_50.00.png, k20/lidar/lidar_rng_left_00000_8bit_x6d6.png
k20/left/exp_60/image_135_60.00.png, k20/left/exp_60/image_127_60.00.png, k20/lidar/lidar_rng_left_00000_8bit_x6d6.png
k20/left/exp_70/image_135_70.00.png, k20/left/exp_70/image_127_70.00.png, k20/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k21/left/exp_10/image_135_10.00.png, k21/left/exp_10/image_127_10.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6d6.png
k21/left/exp_20/image_135_20.00.png, k21/left/exp_20/image_127_20.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6d6.png
k21/left/exp_30/image_135_30.00.png, k21/left/exp_30/image_127_30.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6d6.png
k21/left/exp_40/image_135_40.00.png, k21/left/exp_40/image_127_40.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6d6.png
k21/left/exp_50/image_135_50.00.png, k21/left/exp_50/image_127_50.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6d6.png
k21/left/exp_60/image_135_60.00.png, k21/left/exp_60/image_127_60.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6d6.png
k21/left/exp_70/image_135_70.00.png, k21/left/exp_70/image_127_70.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k22/left/exp_10/image_135_10.00.png, k22/left/exp_10/image_127_10.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6d6.png
k22/left/exp_20/image_135_20.00.png, k22/left/exp_20/image_127_20.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6d6.png
k22/left/exp_30/image_135_30.00.png, k22/left/exp_30/image_127_30.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6d6.png
k22/left/exp_40/image_135_40.00.png, k22/left/exp_40/image_127_40.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6d6.png
k22/left/exp_50/image_135_50.00.png, k22/left/exp_50/image_127_50.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6d6.png
k22/left/exp_60/image_135_60.00.png, k22/left/exp_60/image_127_60.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6d6.png
k22/left/exp_70/image_135_70.00.png, k22/left/exp_70/image_127_70.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k23/left/exp_10/image_135_10.00.png, k23/left/exp_10/image_127_10.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
k23/left/exp_20/image_135_20.00.png, k23/left/exp_20/image_127_20.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
k23/left/exp_30/image_135_30.00.png, k23/left/exp_30/image_127_30.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
k23/left/exp_40/image_135_40.00.png, k23/left/exp_40/image_127_40.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
k23/left/exp_50/image_135_50.00.png, k23/left/exp_50/image_127_50.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
k23/left/exp_60/image_135_60.00.png, k23/left/exp_60/image_127_60.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
k23/left/exp_70/image_135_70.00.png, k23/left/exp_70/image_127_70.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k24/left/exp_10/image_135_10.00.png, k24/left/exp_10/image_127_10.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6d6.png
k24/left/exp_20/image_135_20.00.png, k24/left/exp_20/image_127_20.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6d6.png
k24/left/exp_30/image_135_30.00.png, k24/left/exp_30/image_127_30.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6d6.png
k24/left/exp_40/image_135_40.00.png, k24/left/exp_40/image_127_40.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6d6.png
k24/left/exp_50/image_135_50.00.png, k24/left/exp_50/image_127_50.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6d6.png
k24/left/exp_60/image_135_60.00.png, k24/left/exp_60/image_127_60.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6d6.png
k24/left/exp_70/image_135_70.00.png, k24/left/exp_70/image_127_70.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k25/left/exp_10/image_135_10.00.png, k25/left/exp_10/image_127_10.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_20/image_135_20.00.png, k25/left/exp_20/image_127_20.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_30/image_135_30.00.png, k25/left/exp_30/image_127_30.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_40/image_135_40.00.png, k25/left/exp_40/image_127_40.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_50/image_135_50.00.png, k25/left/exp_50/image_127_50.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_60/image_135_60.00.png, k25/left/exp_60/image_127_60.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_70/image_135_70.00.png, k25/left/exp_70/image_127_70.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k26/left/exp_10/image_135_10.00.png, k26/left/exp_10/image_127_10.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_20/image_135_20.00.png, k26/left/exp_20/image_127_20.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_30/image_135_30.00.png, k26/left/exp_30/image_127_30.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_40/image_135_40.00.png, k26/left/exp_40/image_127_40.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_50/image_135_50.00.png, k26/left/exp_50/image_127_50.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_60/image_135_60.00.png, k26/left/exp_60/image_127_60.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_70/image_135_70.00.png, k26/left/exp_70/image_127_70.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k27/left/exp_10/image_135_10.00.png, k27/left/exp_10/image_127_10.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_20/image_135_20.00.png, k27/left/exp_20/image_127_20.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_30/image_135_30.00.png, k27/left/exp_30/image_127_30.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_40/image_135_40.00.png, k27/left/exp_40/image_127_40.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
