# Full data listing for the real world dataset
# Data Directory: 
Test_Data/rw4/, DfD/data/rw4/, Projects/rw_data/
k23/left/exp_70/image_141_70.00.png, k23/left/exp_70/image_129_70.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k25/left/exp_10/image_141_10.00.png, k25/left/exp_10/image_129_10.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_20/image_141_20.00.png, k25/left/exp_20/image_129_20.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_30/image_141_30.00.png, k25/left/exp_30/image_129_30.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_40/image_141_40.00.png, k25/left/exp_40/image_129_40.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_50/image_141_50.00.png, k25/left/exp_50/image_129_50.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_60/image_141_60.00.png, k25/left/exp_60/image_129_60.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
k25/left/exp_70/image_141_70.00.png, k25/left/exp_70/image_129_70.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k26/left/exp_10/image_141_10.00.png, k26/left/exp_10/image_129_10.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_20/image_141_20.00.png, k26/left/exp_20/image_129_20.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_30/image_141_30.00.png, k26/left/exp_30/image_129_30.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_40/image_141_40.00.png, k26/left/exp_40/image_129_40.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_50/image_141_50.00.png, k26/left/exp_50/image_129_50.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_60/image_141_60.00.png, k26/left/exp_60/image_129_60.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
k26/left/exp_70/image_141_70.00.png, k26/left/exp_70/image_129_70.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k27/left/exp_10/image_141_10.00.png, k27/left/exp_10/image_129_10.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_20/image_141_20.00.png, k27/left/exp_20/image_129_20.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_30/image_141_30.00.png, k27/left/exp_30/image_129_30.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_40/image_141_40.00.png, k27/left/exp_40/image_129_40.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_50/image_141_50.00.png, k27/left/exp_50/image_129_50.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_60/image_141_60.00.png, k27/left/exp_60/image_129_60.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_70/image_141_70.00.png, k27/left/exp_70/image_129_70.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k29/left/exp_10/image_141_10.00.png, k29/left/exp_10/image_129_10.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_20/image_141_20.00.png, k29/left/exp_20/image_129_20.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_30/image_141_30.00.png, k29/left/exp_30/image_129_30.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_40/image_141_40.00.png, k29/left/exp_40/image_129_40.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_50/image_141_50.00.png, k29/left/exp_50/image_129_50.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_60/image_141_60.00.png, k29/left/exp_60/image_129_60.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_70/image_141_70.00.png, k29/left/exp_70/image_129_70.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k30/left/exp_10/image_141_10.00.png, k30/left/exp_10/image_129_10.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_20/image_141_20.00.png, k30/left/exp_20/image_129_20.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_30/image_141_30.00.png, k30/left/exp_30/image_129_30.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_40/image_141_40.00.png, k30/left/exp_40/image_129_40.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_50/image_141_50.00.png, k30/left/exp_50/image_129_50.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_60/image_141_60.00.png, k30/left/exp_60/image_129_60.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_70/image_141_70.00.png, k30/left/exp_70/image_129_70.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k31/left/exp_10/image_141_10.00.png, k31/left/exp_10/image_129_10.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_20/image_141_20.00.png, k31/left/exp_20/image_129_20.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_30/image_141_30.00.png, k31/left/exp_30/image_129_30.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_40/image_141_40.00.png, k31/left/exp_40/image_129_40.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_50/image_141_50.00.png, k31/left/exp_50/image_129_50.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_60/image_141_60.00.png, k31/left/exp_60/image_129_60.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_70/image_141_70.00.png, k31/left/exp_70/image_129_70.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k37/left/exp_10/image_141_10.00.png, k37/left/exp_10/image_129_10.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_20/image_141_20.00.png, k37/left/exp_20/image_129_20.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_30/image_141_30.00.png, k37/left/exp_30/image_129_30.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_40/image_141_40.00.png, k37/left/exp_40/image_129_40.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_50/image_141_50.00.png, k37/left/exp_50/image_129_50.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_60/image_141_60.00.png, k37/left/exp_60/image_129_60.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_70/image_141_70.00.png, k37/left/exp_70/image_129_70.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k38/left/exp_10/image_141_10.00.png, k38/left/exp_10/image_129_10.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_20/image_141_20.00.png, k38/left/exp_20/image_129_20.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_30/image_141_30.00.png, k38/left/exp_30/image_129_30.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_40/image_141_40.00.png, k38/left/exp_40/image_129_40.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_50/image_141_50.00.png, k38/left/exp_50/image_129_50.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_60/image_141_60.00.png, k38/left/exp_60/image_129_60.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_70/image_141_70.00.png, k38/left/exp_70/image_129_70.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k39/left/exp_10/image_141_10.00.png, k39/left/exp_10/image_129_10.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_20/image_141_20.00.png, k39/left/exp_20/image_129_20.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_30/image_141_30.00.png, k39/left/exp_30/image_129_30.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_40/image_141_40.00.png, k39/left/exp_40/image_129_40.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_50/image_141_50.00.png, k39/left/exp_50/image_129_50.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_60/image_141_60.00.png, k39/left/exp_60/image_129_60.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_70/image_141_70.00.png, k39/left/exp_70/image_129_70.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k41/left/exp_10/image_141_10.00.png, k41/left/exp_10/image_129_10.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_20/image_141_20.00.png, k41/left/exp_20/image_129_20.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_30/image_141_30.00.png, k41/left/exp_30/image_129_30.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_40/image_141_40.00.png, k41/left/exp_40/image_129_40.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
